TARGET_BAD_FLAG,TARGET_LOSS_AMT,LOAN,IMP_MORTDUE,M_MORTDUE,IMP_VALUE,M_VALUE,IMP_YOJ,M_YOJ,IMP_DEROG,M_DEROG,IMP_DELINQ,M_DELINQ,IMP_CLAGE,M_CLAGE,IMP_NINQ,M_NINQ,IMP_CLNO,M_CLNO,IMP_DEBTINC,M_DEBTINC,FLAG.Job.Mgr,FLAG.Job.Office,FLAG.Job.Other,FLAG.Job.ProfExe,FLAG.Job.Sales,FLAG.Job.Self,FLAG.Reason.DebtCon,FLAG.Reason.HomeImp
0,0,30256.61,106837,0,140651,0,15.3,0,0,0,0,0,191.4,0,4,0,22,0,33.0,1,0,0,1,0,0,0,1,0
0,0,38382.55,133808,0,120066,0,15.7,0,0,0,1,0,308.3,0,1,0,25,0,33.0,1,0,0,0,0,0,1,1,0
0,0,1379.95,54064,0,112448,0,3.0,0,0,0,0,1,159.4,0,1,0,28,0,32.79,0,0,0,0,0,1,0,0,1
0,0,17058.68,41993,0,74720,0,0.4,0,0,0,0,0,33.6,0,1,1,13,0,27.15,0,0,0,0,0,0,1,0,1
0,0,24880.1,73000,1,156253,0,5.0,0,1,0,0,0,288.5,0,1,0,9,0,35.52,0,0,0,1,0,0,0,1,0
0,0,16484.78,56601,0,147983,0,5.9,0,0,1,0,0,349.9,0,3,0,20,0,24.37,0,0,1,0,0,0,0,1,0
1,7275.18,14916.81,141875,0,55355,0,17.1,0,0,0,0,0,152.2,0,3,0,14,0,40.71,0,1,0,0,0,0,0,0,1
0,0,17075.95,76254,0,106439,0,12.8,0,1,0,0,0,187.2,0,2,0,8,0,39.23,0,0,1,0,0,0,0,1,0
0,0,26193.64,149637,0,104359,0,11.8,0,1,0,0,0,117.6,0,0,0,26,0,34.81,0,0,0,0,1,0,0,0,1
0,0,20187.84,63131,0,124349,0,14.6,0,0,0,0,1,181.9,0,0,0,29,0,33.0,1,0,1,0,0,0,0,1,0
0,0,16304.45,63400,0,140865,0,22.5,0,2,0,1,0,243.3,0,1,0,21,0,33.0,1,0,0,0,1,0,0,0,1
0,0,7185.85,63989,0,27331,0,3.1,0,0,1,0,0,18.1,0,4,0,23,0,33.91,0,0,0,0,0,0,1,0,1
0,0,7044.69,178253,0,101425,0,17.2,0,0,1,0,0,239.8,0,3,0,16,0,42.34,0,0,0,0,1,0,0,1,0
1,14471.24,15732.99,73000,1,67253,0,0.8,0,0,0,0,0,159.7,0,0,0,9,0,18.94,0,0,0,0,1,0,0,1,0
0,0,20732.35,64508,0,8285,0,9.0,1,0,0,1,0,130.0,0,2,0,28,0,33.0,1,0,1,0,0,0,0,1,0
0,0,8881.08,106358,0,148633,0,14.3,0,0,0,0,0,154.4,0,1,0,0,0,33.91,0,1,0,0,0,0,0,0,1
0,0,37591.51,39840,0,122762,0,9.0,1,0,0,0,1,106.3,0,0,0,20,0,29.46,0,0,0,0,1,0,0,1,0
0,0,23485.98,55205,0,87049,0,1.9,0,0,0,0,0,19.8,0,0,0,40,0,32.69,0,0,0,0,0,0,1,0,1
0,0,22962.64,88313,0,175703,0,16.4,0,0,0,2,0,167.8,0,1,0,29,0,47.72,0,0,0,1,0,0,0,1,0
1,9962.61,18954.42,83101,0,92116,0,23.6,0,0,0,2,0,246.6,0,2,0,34,0,33.0,1,0,0,0,0,1,0,0,1
1,11352.51,3180.99,64395,0,53119,0,19.5,0,1,0,0,0,327.0,0,1,0,33,0,35.55,0,0,0,0,0,0,1,0,1
0,0,30360.77,85664,0,141394,0,13.0,0,0,0,1,0,173.2,0,3,0,22,0,23.86,0,0,0,0,0,1,0,1,0
0,0,39886.07,43547,0,95912,0,5.3,0,0,0,0,0,221.4,0,1,0,15,0,36.64,0,0,1,0,0,0,0,1,0
0,0,7083.66,20161,0,164345,0,14.9,0,1,0,2,0,204.3,0,0,0,21,0,27.49,0,0,0,0,0,1,0,0,1
0,0,39699.78,52897,0,38093,0,9.0,1,0,0,0,0,116.2,0,3,0,27,0,30.56,0,0,0,0,0,0,1,0,1
0,0,15847.35,87711,0,132753,0,12.6,0,1,0,1,0,243.5,0,1,0,16,0,35.9,0,0,0,0,0,0,1,0,1
0,0,39151.53,0,0,100353,0,9.0,1,0,0,0,0,227.9,0,3,0,26,0,28.95,0,0,1,0,0,0,0,0,1
0,0,36479.68,52614,0,71444,0,7.8,0,1,0,0,0,134.7,0,1,0,35,0,47.71,0,0,0,0,0,1,0,1,0
1,5912.43,33741.38,78972,0,109721,0,14.8,0,0,0,0,0,74.5,0,1,0,23,0,24.32,0,0,1,0,0,0,0,1,0
0,0,27837.51,26255,0,108787,0,0.6,0,1,0,0,0,180.0,1,1,0,31,0,33.14,0,0,0,0,1,0,0,0,1
0,0,34804.22,58220,0,31062,0,14.3,0,0,0,0,0,61.4,0,1,1,30,0,38.61,0,0,1,0,0,0,0,0,1
0,0,2530.81,21252,0,150786,0,4.5,0,1,0,1,0,241.4,0,3,0,15,0,27.96,0,0,0,0,0,0,1,1,0
0,0,13614.98,73000,1,9163,0,13.3,0,1,0,1,0,251.1,0,4,0,18,0,30.48,0,0,0,0,0,1,0,1,0
0,0,15843.67,83102,0,2381,0,17.3,0,2,0,0,0,215.4,0,1,0,17,0,28.61,0,0,0,0,1,0,0,1,0
0,0,20245.21,51725,0,74345,0,2.5,0,2,0,0,0,204.7,0,1,1,21,1,36.64,0,0,0,0,0,1,0,0,1
0,0,4420.4,171735,0,191591,0,3.2,0,0,0,2,0,180.0,1,1,0,12,0,33.0,1,0,0,0,1,0,0,1,0
1,1183.96,34516.91,0,0,74539,0,9.0,1,0,0,0,1,161.2,0,0,0,4,0,39.87,0,0,0,0,0,1,0,0,1
0,0,25642.45,8988,0,127305,0,17.7,0,0,0,0,0,268.1,0,0,0,15,0,33.0,1,0,1,0,0,0,0,0,1
0,0,3645.61,57294,0,155053,0,5.5,0,1,0,1,0,131.4,0,1,1,22,0,37.98,0,0,0,1,0,0,0,0,1
0,0,17144.17,109821,0,120343,0,3.9,0,0,0,0,0,240.6,0,0,0,49,0,37.46,0,0,0,0,0,1,0,0,1
1,10595.25,5556.94,79931,0,63159,0,8.6,0,1,0,1,0,116.6,0,1,0,23,0,18.68,0,0,1,0,0,0,0,1,0
0,0,19855.41,97211,0,73377,0,25.2,0,2,0,0,0,202.3,0,1,1,27,0,37.99,0,1,0,0,0,0,0,0,1
1,13609.16,30581.26,47036,0,108516,0,13.5,0,0,0,0,0,341.2,0,4,0,9,0,30.33,0,0,1,0,0,0,0,1,0
0,0,35797.48,23718,0,111366,0,9.0,1,0,0,1,0,272.9,0,0,0,15,0,38.66,0,0,0,0,0,1,0,1,0
0,0,30473.97,52226,0,106117,0,1.4,0,0,0,0,0,193.3,0,0,0,6,0,25.83,0,0,0,0,1,0,0,0,1
1,16825.23,19538.04,12245,0,74271,0,10.0,0,1,0,1,0,123.5,0,3,0,13,0,37.82,0,0,0,1,0,0,0,1,0
0,0,24047.84,66572,0,28263,0,13.9,0,0,0,0,0,66.6,0,1,0,24,0,33.0,1,1,0,0,0,0,0,0,1
0,0,26154.58,98958,0,112878,0,9.4,0,0,0,0,0,200.5,0,2,0,41,0,25.33,0,0,0,0,0,0,1,0,1
0,0,23726.35,0,0,13894,0,9.0,1,0,1,0,0,220.6,0,1,1,9,0,37.45,0,0,0,0,1,0,0,0,1
0,0,9237.43,83132,0,122829,0,4.4,0,1,0,1,0,189.2,0,3,0,11,0,42.43,0,0,0,0,0,0,1,0,1
0,0,18721.38,127997,0,119902,0,2.8,0,1,0,0,0,156.6,0,1,1,32,0,35.17,0,0,0,0,0,0,1,1,0
1,4358.49,29520.43,187137,0,87705,0,9.0,1,1,0,0,1,35.7,0,1,1,13,0,34.6,0,0,0,0,1,0,0,0,1
0,0,38462.67,73000,1,65511,0,9.0,0,0,1,0,1,188.7,0,2,0,8,0,17.39,0,0,1,0,0,0,0,0,1
0,0,11021.27,70254,0,22500,0,0.3,0,0,0,1,0,180.0,1,3,0,34,0,30.81,0,0,0,0,1,0,0,0,1
0,0,18167.22,55132,0,77442,0,1.6,0,0,0,0,0,222.8,0,0,0,19,0,33.0,1,0,0,0,1,0,0,0,1
0,0,38508.75,136925,0,198252,0,13.0,0,0,0,1,0,175.9,0,2,0,23,0,19.84,0,0,1,0,0,0,0,0,1
0,0,39735.38,73000,1,107051,0,1.7,0,1,0,0,1,116.0,0,3,0,26,0,29.69,0,1,0,0,0,0,0,1,0
0,0,30790.45,61081,0,110437,0,4.8,0,0,1,2,0,325.5,0,1,0,22,0,26.88,0,1,0,0,0,0,0,0,1
0,0,39842.38,69211,0,183267,0,13.6,0,0,0,1,0,246.8,0,3,0,21,1,44.66,0,1,0,0,0,0,0,0,1
1,3283.57,25973.08,100616,0,82892,0,4.3,0,0,0,0,0,29.2,0,2,0,20,0,32.84,0,0,0,1,0,0,0,0,1
0,0,16623.98,78821,0,119967,0,8.2,0,1,0,1,0,190.7,0,2,0,14,0,16.94,0,1,0,0,0,0,0,0,1
0,0,6457.78,95329,0,168236,0,17.1,0,1,0,1,0,180.0,1,1,1,27,0,37.17,0,0,0,0,0,0,1,1,0
0,0,10086.44,73000,1,101000,1,0.9,0,0,0,0,1,56.1,0,0,0,6,0,23.22,0,1,0,0,0,0,0,0,1
0,0,25009.51,97830,0,112696,0,8.5,0,0,0,0,0,158.7,0,1,1,23,0,33.23,0,0,1,0,0,0,0,0,1
0,0,23697.45,48763,0,117235,0,0.6,0,0,1,0,0,149.4,0,0,0,24,0,33.0,1,0,0,1,0,0,0,0,1
0,0,37585.49,64489,0,93024,0,18.4,0,0,0,1,0,181.8,0,3,0,26,0,35.63,0,0,0,1,0,0,0,1,0
1,8032.72,32067.91,140337,0,151049,0,7.4,0,1,0,1,0,102.3,0,1,1,20,0,14.83,0,0,1,0,0,0,0,0,1
0,0,13712.92,74862,0,83279,0,3.4,0,1,0,1,0,197.6,0,3,0,35,0,47.49,0,0,1,0,0,0,0,0,1
0,0,25648.82,99571,0,96373,0,12.5,0,0,0,1,0,248.6,0,2,0,7,0,33.0,1,0,0,0,0,1,0,0,1
0,0,9441.26,58336,0,93517,0,9.3,0,0,0,1,0,357.5,0,0,0,51,0,39.76,0,0,0,0,1,0,0,0,1
0,0,32122.68,92014,0,56484,0,20.3,0,0,0,0,1,297.7,0,0,0,36,0,41.71,0,0,0,0,0,0,1,0,1
1,2110.81,34990.52,79732,0,100329,0,8.6,0,0,0,0,0,142.5,0,0,0,15,0,22.79,0,0,0,1,0,0,0,1,0
1,8153.32,15258.04,64884,0,82451,0,9.0,1,0,0,0,0,253.3,0,2,0,28,0,31.6,0,0,0,0,0,0,1,0,1
0,0,3471.4,98206,0,46166,0,9.7,0,0,0,0,0,243.2,0,0,0,40,0,33.0,1,0,1,0,0,0,0,0,1
0,0,4000.95,82950,0,119865,0,9.0,1,2,0,0,0,0.6,0,1,0,21,1,37.87,0,0,0,1,0,0,0,0,1
0,0,26574.66,1089,0,34622,0,9.9,0,0,0,1,0,194.9,0,0,0,24,0,29.26,0,0,0,0,0,1,0,1,0
0,0,12124.62,148410,0,86581,0,9.0,1,1,0,1,0,227.1,0,3,0,23,0,28.38,0,1,0,0,0,0,0,0,1
0,0,30972.21,67093,0,124563,0,7.2,0,0,0,0,0,319.8,0,1,0,26,0,20.7,0,1,0,0,0,0,0,0,1
0,0,6437.51,40415,0,88844,0,9.0,1,0,0,0,0,149.8,0,3,0,23,0,33.0,1,0,0,1,0,0,0,1,0
0,0,15081.53,97996,0,127239,0,3.7,0,0,0,0,1,167.2,0,0,0,17,0,47.06,0,0,0,0,1,0,0,1,0
0,0,24319.49,94069,0,131024,0,0.7,0,2,0,2,0,185.0,0,0,0,24,0,36.27,0,0,0,1,0,0,0,0,1
0,0,29854.38,44253,0,107666,0,5.1,0,0,0,0,0,259.5,0,1,1,22,0,23.71,0,0,0,1,0,0,0,0,1
0,0,34865.49,41453,0,64148,0,0.1,0,0,0,1,0,206.8,0,2,0,28,0,28.91,0,1,0,0,0,0,0,1,0
0,0,8146.65,99025,0,101931,0,0.2,0,0,0,0,0,272.3,0,1,1,11,0,32.12,0,0,1,0,0,0,0,1,0
0,0,20631.93,107928,0,31169,0,21.9,0,0,0,1,0,96.4,0,1,0,22,0,38.55,0,0,0,0,0,1,0,0,1
1,5372.6,12882.69,106117,0,118362,0,11.5,0,0,0,1,0,180.0,1,0,0,21,1,35.21,0,0,0,1,0,0,0,1,0
1,17403.37,27035.87,48128,0,121434,0,6.4,0,0,1,1,0,373.5,0,0,0,5,0,32.95,0,1,0,0,0,0,0,1,0
0,0,38606.29,103650,0,101106,0,8.3,0,2,0,0,0,230.4,0,4,0,31,0,32.01,0,0,0,1,0,0,0,1,0
0,0,21269.38,35140,0,102120,0,16.1,0,1,0,0,0,50.9,0,0,0,37,0,44.37,0,0,0,1,0,0,0,1,0
1,4719.56,27292.2,28760,0,57470,0,14.2,0,0,0,1,0,220.3,0,1,0,27,0,47.67,0,0,0,0,0,0,1,0,1
0,0,32238.39,94432,0,59754,0,17.2,0,0,0,0,0,118.6,0,1,1,20,0,33.0,1,0,1,0,0,0,0,0,1
0,0,13751.28,54813,0,160453,0,0.9,0,0,0,0,0,181.3,0,1,0,21,0,35.94,0,0,0,0,1,0,0,0,1
0,0,2281.53,59220,0,125441,0,4.4,0,1,0,2,0,123.3,0,0,0,2,0,35.37,0,0,0,0,1,0,0,0,1
0,0,14757.79,73000,1,95496,0,12.4,0,0,1,0,1,131.0,0,0,0,28,0,26.59,0,1,0,0,0,0,0,0,1
1,14352.91,7621.39,30020,0,165090,0,11.4,0,0,0,0,1,135.2,0,3,0,6,0,33.9,0,0,1,0,0,0,0,0,1
0,0,18003.65,18020,0,146449,0,1.1,0,0,0,1,0,201.1,0,4,0,29,0,37.07,0,0,0,0,1,0,0,0,1
0,0,32030.42,53335,0,69923,0,4.5,0,0,0,0,0,180.0,1,0,0,2,0,45.8,0,0,0,0,0,0,1,0,1
0,0,29337.99,73000,1,116301,0,16.4,0,0,0,0,0,282.2,0,0,0,20,0,37.61,0,0,1,0,0,0,0,1,0
1,15353.58,2080.46,83049,0,63876,0,4.4,0,1,0,2,0,207.3,0,1,0,19,0,49.02,0,0,0,1,0,0,0,1,0
0,0,16873.27,34714,0,150835,0,8.4,0,0,0,2,0,137.8,0,2,0,18,0,43.43,0,0,0,0,0,1,0,0,1
0,0,30014.4,123394,0,105270,0,12.3,0,0,1,1,0,167.0,0,0,0,21,0,33.0,1,0,0,0,1,0,0,0,1
0,0,1821.89,126397,0,88286,0,19.0,0,0,0,0,0,156.2,0,2,0,16,0,19.59,0,0,0,1,0,0,0,0,1
1,15780.42,33085.6,129573,0,124303,0,23.3,0,1,0,0,1,285.7,0,0,0,5,0,40.98,0,0,0,0,0,0,1,0,1
0,0,14722.4,5540,0,129573,0,9.0,1,1,0,1,0,236.4,0,2,0,26,0,35.32,0,0,0,0,0,0,1,1,0
0,0,27744.38,82290,0,62932,0,8.3,0,1,0,1,0,263.4,0,5,0,14,0,43.23,0,1,0,0,0,0,0,0,1
1,11991.28,28349.19,46182,0,62284,0,9.0,1,0,1,2,0,4.6,0,3,0,33,0,41.57,0,0,0,0,1,0,0,0,1
1,7796.27,34397.17,40703,0,137687,0,8.8,0,0,0,1,0,43.0,0,0,0,20,0,33.3,0,0,0,0,0,0,1,0,1
0,0,29708.06,15910,0,113936,0,10.4,0,3,0,0,0,180.0,1,0,0,15,0,28.36,0,0,0,0,0,1,0,1,0
0,0,11151.37,0,0,98555,0,5.5,0,0,1,1,0,192.2,0,1,0,0,0,22.72,0,0,0,1,0,0,0,0,1
0,0,13306.17,28872,0,103212,0,5.0,0,0,0,0,0,244.3,0,1,0,44,0,32.45,0,0,0,0,0,0,1,0,1
0,0,5387.14,68724,0,75984,0,6.2,0,2,0,0,0,131.5,0,4,0,21,0,33.0,1,0,0,1,0,0,0,1,0
0,0,39272.04,119954,0,28451,0,20.5,0,1,0,1,0,133.4,0,0,0,34,0,36.04,0,0,0,0,0,0,1,1,0
0,0,2898.61,73000,1,69792,0,15.5,0,0,0,0,1,142.9,0,3,0,36,0,30.7,0,0,0,0,1,0,0,0,1
0,0,24537.03,56295,0,136451,0,12.8,0,0,0,0,1,108.0,0,2,0,31,0,38.29,0,0,0,0,0,0,1,1,0
0,0,21563.87,62918,0,85948,0,10.9,0,0,0,0,0,241.1,0,0,0,14,0,25.36,0,0,0,1,0,0,0,0,1
0,0,4189.01,96239,0,150981,0,15.8,0,0,0,1,0,100.1,0,0,0,19,0,33.0,1,0,1,0,0,0,0,1,0
0,0,24558.06,86123,0,101000,1,12.2,0,1,0,2,0,17.8,0,0,0,3,0,30.06,0,0,1,0,0,0,0,1,0
1,17602.1,5364.59,73000,1,188551,0,6.4,0,0,0,0,0,206.1,0,3,0,27,0,33.66,0,0,0,0,1,0,0,1,0
0,0,23207.79,62832,0,106371,0,9.3,0,2,0,0,0,113.6,0,1,0,9,0,27.04,0,0,0,0,1,0,0,1,0
0,0,21604.04,73000,1,119455,0,2.1,0,1,0,0,1,287.9,0,2,0,30,0,39.13,0,0,0,0,0,0,1,0,1
1,16100.71,12442.37,53312,0,183448,0,5.7,0,1,0,0,0,151.4,0,4,0,25,0,43.37,0,0,1,0,0,0,0,1,0
0,0,14992.68,71668,0,88641,0,5.1,0,0,1,0,0,89.2,0,0,0,23,0,19.38,0,0,0,0,0,0,1,1,0
0,0,37138.65,32117,0,119941,0,16.6,0,1,0,1,0,157.7,0,4,0,5,0,24.13,0,1,0,0,0,0,0,1,0
0,0,14049.69,90063,0,129098,0,2.9,0,0,0,2,0,250.6,0,2,0,18,0,29.05,0,0,1,0,0,0,0,1,0
0,0,17122.97,35681,0,127900,0,7.9,0,0,1,0,1,11.3,0,1,1,20,0,26.87,0,1,0,0,0,0,0,0,1
0,0,35545.53,24593,0,151415,0,1.0,0,1,0,0,0,79.4,0,3,0,13,0,27.16,0,0,0,0,0,0,1,0,1
0,0,35358.01,115867,0,129227,0,15.2,0,0,0,0,0,174.6,0,5,0,24,0,36.36,0,0,0,0,0,1,0,1,0
0,0,33821.75,43394,0,77889,0,8.8,0,0,1,1,0,192.3,0,4,0,35,0,28.47,0,0,0,1,0,0,0,0,1
0,0,32788.09,53290,0,90091,0,15.7,0,1,0,0,0,193.5,0,3,0,27,0,43.61,0,0,0,0,0,1,0,0,1
0,0,23787.85,101324,0,169762,0,8.8,0,0,0,1,0,35.2,0,2,0,21,1,33.0,1,0,0,0,0,1,0,0,1
0,0,5631.88,84596,0,83584,0,5.5,0,0,0,0,0,199.5,0,0,0,32,0,33.0,1,0,0,0,0,1,0,0,1
1,1217.9,2742.62,132907,0,82907,0,16.1,0,1,0,0,0,85.8,0,0,0,20,0,29.57,0,0,0,1,0,0,0,1,0
0,0,35711.68,128886,0,46118,0,2.1,0,1,0,0,0,128.2,0,1,0,33,0,36.39,0,1,0,0,0,0,0,1,0
0,0,21742.52,104184,0,92549,0,9.0,1,0,0,0,0,282.4,0,1,1,26,0,30.42,0,0,0,0,0,1,0,1,0
0,0,8124.09,84801,0,163813,0,9.0,1,1,0,0,0,218.3,0,2,0,41,0,26.85,0,0,0,0,0,1,0,1,0
0,0,30343.21,73000,1,115710,0,2.3,0,1,0,1,0,135.9,0,1,0,34,0,30.21,0,0,1,0,0,0,0,1,0
0,0,39427.04,82260,0,55059,0,7.3,0,1,0,0,0,182.8,0,1,0,5,0,24.17,0,0,0,0,0,0,1,1,0
0,0,20902.81,135919,0,121799,0,6.2,0,1,0,0,0,268.9,0,0,0,35,0,33.15,0,0,0,1,0,0,0,0,1
0,0,38400.71,29087,0,121678,0,7.1,0,0,0,0,0,147.5,0,1,1,31,0,24.88,0,0,0,0,0,0,1,0,1
0,0,14766.79,101818,0,23119,0,9.0,1,0,0,1,0,180.0,1,0,0,43,0,27.86,0,0,1,0,0,0,0,0,1
0,0,2435.05,50767,0,101000,1,0.2,0,0,0,0,0,206.7,0,2,0,16,0,30.0,0,0,1,0,0,0,0,0,1
0,0,34363.68,120390,0,51564,0,27.3,0,1,0,0,1,20.3,0,0,0,8,0,33.0,1,0,0,0,0,1,0,0,1
0,0,21173.02,73000,1,98490,0,6.9,0,0,0,1,0,271.7,0,0,0,43,0,28.32,0,1,0,0,0,0,0,1,0
1,22481.93,17846.01,143644,0,113088,0,9.1,0,1,0,1,0,87.3,0,0,0,15,0,48.34,0,0,0,0,1,0,0,0,1
0,0,28041.18,75915,0,85237,0,3.3,0,0,1,2,0,233.3,0,0,0,32,0,24.44,0,0,0,0,0,1,0,1,0
0,0,37565.81,85895,0,62522,0,10.8,0,0,0,0,0,71.5,0,0,0,19,0,24.43,0,1,0,0,0,0,0,1,0
0,0,17998.08,137894,0,82129,0,9.6,0,0,0,0,0,187.9,0,3,0,25,0,33.0,1,0,1,0,0,0,0,1,0
0,0,27046.55,85407,0,161506,0,7.9,0,1,0,0,0,180.0,1,2,0,28,0,33.13,0,0,1,0,0,0,0,0,1
0,0,38150.94,40820,0,165392,0,9.0,1,0,1,1,0,226.6,0,1,1,18,0,40.64,0,0,0,1,0,0,0,1,0
1,14072.51,1838.19,146979,0,108847,0,8.2,0,0,0,0,0,189.6,0,4,0,55,0,29.0,0,0,1,0,0,0,0,1,0
1,16901.52,15749.63,81922,0,808,0,9.0,1,0,0,0,0,166.8,0,2,0,37,0,33.0,1,0,0,0,0,0,1,1,0
1,11412.81,16136.52,95085,0,101311,0,2.2,0,0,0,0,0,69.4,0,2,0,17,0,28.59,0,0,0,0,1,0,0,0,1
0,0,37484.46,100960,0,78038,0,7.8,0,0,0,1,0,94.7,0,2,0,17,0,40.17,0,0,0,0,0,0,1,1,0
0,0,4214.32,99362,0,55915,0,9.0,1,0,1,1,0,233.5,0,2,0,7,0,61.71,0,0,0,0,0,0,1,0,1
1,9852.84,12679.49,71192,0,110458,0,2.0,0,0,0,0,0,230.6,0,3,0,9,0,34.54,0,1,0,0,0,0,0,0,1
0,0,17722.93,29164,0,58964,0,9.0,1,1,0,2,0,55.3,0,1,0,6,0,39.02,0,0,0,1,0,0,0,0,1
0,0,23135.52,94449,0,105951,0,2.4,0,0,0,0,0,232.7,0,0,0,28,0,33.0,1,0,0,0,0,0,1,1,0
1,24574.14,27871.96,46864,0,107616,0,11.4,0,0,1,0,1,128.2,0,1,0,24,0,36.23,0,0,1,0,0,0,0,1,0
0,0,13080.53,114727,0,87500,0,5.5,0,1,0,2,0,272.2,0,1,0,21,0,40.14,0,0,0,0,1,0,0,1,0
0,0,12228.56,105378,0,67220,0,6.2,0,1,0,0,0,362.4,0,2,0,18,0,38.58,0,0,0,1,0,0,0,0,1
0,0,3603.01,63089,0,181466,0,0.2,0,1,0,1,0,196.1,0,0,0,23,0,33.52,0,0,0,0,1,0,0,0,1
0,0,16574.33,76799,0,112734,0,15.8,0,1,0,2,0,241.6,0,0,0,22,0,33.0,1,0,0,0,0,0,1,0,1
1,16570.03,27184.29,73000,1,93938,0,16.5,0,1,0,0,1,111.5,0,0,0,33,0,40.37,0,0,1,0,0,0,0,1,0
0,0,10303.07,84722,0,0,0,19.0,0,0,0,0,0,205.0,0,0,0,28,0,33.0,1,0,1,0,0,0,0,0,1
0,0,5711.35,81475,0,142170,0,6.2,0,0,1,1,0,67.0,0,1,0,29,0,40.96,0,0,0,0,0,1,0,1,0
0,0,4695.04,102599,0,70624,0,3.9,0,1,0,1,0,304.7,0,1,1,30,0,28.42,0,0,0,0,0,1,0,1,0
0,0,25037.6,100400,0,77637,0,7.2,0,0,0,0,1,226.9,0,0,0,7,0,30.98,0,0,0,0,0,1,0,0,1
0,0,12249.75,73000,1,124095,0,3.8,0,1,0,0,0,157.8,0,0,0,20,0,33.0,1,0,1,0,0,0,0,1,0
0,0,6519.75,77979,0,119932,0,9.0,1,0,0,0,0,305.9,0,1,0,29,0,33.0,1,0,0,1,0,0,0,0,1
0,0,19357.83,142086,0,63923,0,4.3,0,0,0,0,1,239.8,0,0,0,25,0,39.99,0,0,0,0,0,1,0,0,1
1,8203.03,6329.6,50239,0,101000,1,2.3,0,0,0,3,0,97.3,0,0,0,21,1,39.95,0,0,1,0,0,0,0,0,1
0,0,31079.54,73367,0,59339,0,7.4,0,0,0,0,0,276.9,0,1,0,19,0,33.0,1,0,1,0,0,0,0,1,0
1,10637.7,31067.92,13880,0,140272,0,5.5,0,0,0,0,0,178.7,0,3,0,15,0,37.61,0,0,0,0,0,0,1,0,1
0,0,11491.83,55912,0,101000,1,1.8,0,0,0,0,0,119.2,0,2,0,23,0,36.96,0,1,0,0,0,0,0,0,1
0,0,9290.36,93205,0,172390,0,23.1,0,0,0,0,1,256.6,0,1,1,24,0,33.0,1,0,0,1,0,0,0,1,0
0,0,31779.08,73000,1,120307,0,21.0,0,1,0,0,0,119.0,0,0,0,18,0,38.43,0,0,0,0,0,1,0,1,0
0,0,35050.02,74089,0,97682,0,9.0,1,0,0,0,0,140.1,0,0,0,26,0,32.66,0,0,0,1,0,0,0,1,0
0,0,35063.95,70324,0,94970,0,1.5,0,0,0,0,0,270.2,0,1,0,29,0,37.65,0,0,0,0,0,1,0,1,0
1,5409.98,32076.01,54036,0,164817,0,12.7,0,1,0,0,0,238.5,0,3,0,27,0,48.58,0,0,1,0,0,0,0,0,1
0,0,38108.65,44678,0,42521,0,3.5,0,0,0,0,1,91.4,0,4,0,12,0,37.55,0,0,1,0,0,0,0,1,0
0,0,12348.08,0,0,68628,0,16.9,0,0,0,0,0,174.0,0,0,0,13,0,38.43,0,0,1,0,0,0,0,1,0
1,4592.15,1358.35,93905,0,69621,0,11.1,0,1,0,0,0,180.0,1,0,0,32,0,39.02,0,0,1,0,0,0,0,0,1
0,0,38693.33,141001,0,130631,0,18.4,0,0,0,2,0,111.7,0,0,0,39,0,40.91,0,0,0,0,1,0,0,0,1
0,0,16251.46,78393,0,86680,0,19.6,0,0,0,1,0,236.1,0,0,0,24,0,36.73,0,0,1,0,0,0,0,1,0
0,0,30186.92,72501,0,94930,0,0.1,0,0,0,0,0,252.2,0,1,1,20,0,26.7,0,0,0,0,0,0,1,0,1
0,0,5633.3,29566,0,81303,0,17.9,0,1,0,0,1,27.1,0,2,0,20,0,33.0,1,0,0,0,0,0,1,1,0
1,8433.27,23346.29,44282,0,85140,0,12.4,0,1,0,0,1,163.1,0,2,0,21,1,23.69,0,0,0,0,1,0,0,1,0
0,0,23804.14,57041,0,23543,0,23.6,0,0,0,1,0,277.8,0,2,0,26,0,34.27,0,0,0,0,0,1,0,0,1
0,0,22232.66,64419,0,101554,0,9.0,0,0,0,0,0,64.1,0,0,0,14,0,33.0,1,1,0,0,0,0,0,1,0
1,14172.86,6525.03,90218,0,76377,0,4.3,0,0,0,0,0,159.6,0,0,0,28,0,36.36,0,0,0,1,0,0,0,1,0
0,0,22982.04,44320,0,57874,0,4.0,0,2,0,0,0,247.4,0,1,1,26,0,33.79,0,0,0,1,0,0,0,1,0
1,15585.6,39199.92,50849,0,176050,0,5.4,0,1,0,0,1,115.5,0,3,0,24,0,34.46,0,0,0,0,0,0,1,0,1
0,0,5975.32,73000,1,74933,0,8.7,0,0,0,0,0,163.0,0,0,0,33,0,54.38,0,0,0,1,0,0,0,0,1
0,0,29020.21,98590,0,86059,0,4.9,0,2,0,0,1,209.2,0,2,0,25,0,52.43,0,0,0,0,0,0,1,1,0
0,0,21085.45,79540,0,154108,0,2.0,0,1,0,0,0,179.9,0,0,0,30,0,18.24,0,0,0,0,0,1,0,0,1
0,0,27306.36,108907,0,63978,0,13.5,0,0,0,0,0,236.6,0,1,0,33,0,30.97,0,0,0,0,0,0,1,0,1
0,0,12887.97,104767,0,48601,0,1.2,0,0,0,0,0,180.0,1,3,0,25,0,39.89,0,1,0,0,0,0,0,1,0
